char_count,word_count,avg_word_len,uppercase_ratio,exclamation_count,question_count,caps_word_count
114,25,4.56,0.0,0,0,0
101,21,4.809523809523809,0.0,0,0,0
271,42,6.4523809523809526,0.8191881918819188,6,0,42
135,19,7.105263157894737,0.08888888888888889,0,0,2
155,23,6.739130434782608,0.04516129032258064,3,0,0
12,3,4.0,0.0,0,0,0
120,17,7.0588235294117645,0.008333333333333333,0,0,0
165,30,5.5,0.0,0,0,0
182,20,9.1,0.07692307692307693,0,0,2
65,11,5.909090909090909,0.0,0,1,0
122,26,4.6923076923076925,0.040983606557377046,0,0,0
93,19,4.894736842105263,0.010752688172043012,0,0,0
337,64,5.265625,0.026706231454005934,0,0,0
295,51,5.784313725490196,0.09491525423728814,0,0,3
122,25,4.88,0.0,0,0,0
32,8,4.0,0.75,0,0,7
28,5,5.6,0.6428571428571429,0,0,4
155,26,5.961538461538462,0.012903225806451613,0,0,0
988,174,5.67816091954023,0.02834008097165992,2,1,3
125,24,5.208333333333333,0.032,0,0,0
84,18,4.666666666666667,0.0,0,0,0
125,22,5.681818181818182,0.04,1,0,1
128,28,4.571428571428571,0.0390625,0,0,1
63,10,6.3,0.06349206349206349,0,0,0
139,29,4.793103448275862,0.0,0,0,0
46,8,5.75,0.06521739130434782,0,0,0
37,7,5.285714285714286,0.0,0,0,0
150,25,6.0,0.013333333333333334,0,0,0
100,15,6.666666666666667,0.0,0,0,0
5000,883,5.662514156285391,0.8236,0,0,883
29,4,7.25,0.06896551724137931,0,0,0
131,20,6.55,0.015267175572519083,0,1,0
31,7,4.428571428571429,0.0,0,0,0
105,20,5.25,0.009523809523809525,0,0,0
49,8,6.125,0.04081632653061224,1,0,0
198,37,5.351351351351352,0.015151515151515152,0,0,0
134,27,4.962962962962963,0.0,0,0,0
80,13,6.153846153846154,0.0375,0,0,1
74,11,6.7272727272727275,0.0,0,1,0
62,8,7.75,0.04838709677419355,0,0,0
56,13,4.3076923076923075,0.0,0,1,0
31,5,6.2,0.03225806451612903,0,0,0
107,16,6.6875,0.08411214953271028,0,0,0
23,5,4.6,0.08695652173913043,0,0,0
69,12,5.75,0.028985507246376812,0,0,0
108,22,4.909090909090909,0.018518518518518517,0,0,0
53,10,5.3,0.018867924528301886,0,0,0
104,21,4.9523809523809526,0.009615384615384616,0,0,0
68,12,5.666666666666667,0.0,0,0,0
652,101,6.455445544554456,0.019938650306748466,0,0,0
153,22,6.954545454545454,0.0,0,0,0
109,17,6.411764705882353,0.0,0,0,0
83,16,5.1875,0.060240963855421686,0,0,1
262,46,5.695652173913044,0.12213740458015267,0,0,5
81,16,5.0625,0.0,0,0,0
68,9,7.555555555555555,0.029411764705882353,0,0,0
65,12,5.416666666666667,0.07692307692307693,0,1,0
586,108,5.425925925925926,0.015358361774744027,0,4,0
29,6,4.833333333333333,0.06896551724137931,0,0,0
76,12,6.333333333333333,0.02631578947368421,0,0,1
78,10,7.8,0.7948717948717948,0,0,9
26,5,5.2,0.038461538461538464,0,0,0
233,46,5.065217391304348,0.04291845493562232,0,0,0
46,11,4.181818181818182,0.10869565217391304,0,0,1
136,28,4.857142857142857,0.051470588235294115,0,0,1
87,18,4.833333333333333,0.04597701149425287,0,0,0
39,9,4.333333333333333,0.05128205128205128,0,0,0
292,62,4.709677419354839,0.0410958904109589,1,0,1
104,16,6.5,0.019230769230769232,0,0,0
132,23,5.739130434782608,0.007575757575757576,0,0,0
26,4,6.5,0.038461538461538464,0,0,0
344,56,6.142857142857143,0.03197674418604651,1,0,0
83,18,4.611111111111111,0.03614457831325301,1,0,1
252,47,5.361702127659575,0.031746031746031744,0,0,0
135,24,5.625,0.06666666666666667,2,0,1
263,47,5.595744680851064,0.026615969581749048,0,1,0
27,5,5.4,0.037037037037037035,0,0,0
200,39,5.128205128205129,0.0,0,0,0
142,27,5.2592592592592595,0.02112676056338028,0,1,0
41,7,5.857142857142857,0.024390243902439025,0,0,0
57,10,5.7,0.0,0,0,0
137,24,5.708333333333333,0.0364963503649635,0,0,1
50,10,5.0,0.06,1,1,0
72,14,5.142857142857143,0.041666666666666664,0,0,0
130,23,5.6521739130434785,0.023076923076923078,0,0,0
216,36,6.0,0.0,0,0,0
181,35,5.171428571428572,0.011049723756906077,0,0,0
757,135,5.607407407407408,0.05019815059445178,2,0,5
226,39,5.794871794871795,0.0,0,0,0
172,30,5.733333333333333,0.023255813953488372,0,0,0
100,17,5.882352941176471,0.1,0,0,2
96,15,6.4,0.0,0,0,0
47,9,5.222222222222222,0.0,0,0,0
